"","Sitio","Long","Lat","ViaSentido","DATA","VMD"
"286","01385301",-38.500101,-3.746194,"AV. ANTONIO SALES [O-L]","2017-01",1444
"287","01385302",-38.499037,-3.746531,"AV. ANTONIO SALES [O-L]","2017-01",2276
"288","01385303",-38.498261,-3.746774,"AV. ANTONIO SALES [O-L]","2017-01",1736
"289","01385304",-38.497093,-3.747146,"AV. ANTONIO SALES [O-L]","2017-01",2048
"290","01385305",-38.496091,-3.747451,"AV. ANTONIO SALES [O-L]","2017-01",2162
"291","01385306",-38.494954,-3.747803,"AV. ANTONIO SALES [O-L]","2017-01",1900
"292","01385307",-38.500358,-3.75123,"AV. PONTES VIEIRA [O-L]","2017-01",9405
"293","01385307",-38.500358,-3.751227,"AV. PONTES VIEIRA [O-L]","2017-01",9405
"294","01385308",-38.565811,-3.783394,"AV. GODOFREDO MACIEL [S-N]","2017-01",9883
"295","01385308",-38.565811,-3.78339,"AV. GODOFREDO MACIEL [S-N]","2017-01",9883
"296","01385309",-38.566393,-3.741886,"AV. JOVITA FEITOSA [L-O]","2017-01",5213
"297","01385310",-38.507666,-3.801952,"AV. DEPUTADO PAULINO ROCHA [N-S]","2017-01",24333
"298","01385311",-38.507536,-3.801976,"AV. DEPUTADO PAULINO ROCHA [S-N]","2017-01",22382
"299","01385312",-38.58887,-3.713771,"AV. CORONEL CARVALHO [N-S]","2017-01",11484
"300","01385312",-38.58887,-3.71377,"AV. CORONEL CARVALHO [N-S]","2017-01",11484
"301","01385313",-38.588719,-3.713993,"AV. CORONEL CARVALHO [S-N]","2017-01",11005
"302","01385313",-38.588719,-3.71399,"AV. CORONEL CARVALHO [S-N]","2017-01",11005
"303","01385315",-38.506831,-3.752163,"R. ISAAC AMARAL [O-L]","2017-01",5604
"304","01385315",-38.506831,-3.75216,"R. ISAAC AMARAL [O-L]","2017-01",5604
"305","01385316",-38.539183,-3.749044,"AV. EDUARDO GIRAO [L-O]","2017-01",7281
"306","01385316",-38.539183,-3.74904,"AV. EDUARDO GIRAO [L-O]","2017-01",7281
"307","01385317",-38.540463,-3.74753,"AV. EDUARDO GIRAO [L-O]","2017-01",7184
"308","01385317",-38.540463,-3.747528,"AV. EDUARDO GIRAO [L-O]","2017-01",7184
"309","01385318",-38.536681,-3.750485,"AV. EDUARDO GIRAO [L-O]","2017-01",15087
"310","01385318",-38.536681,-3.75048,"AV. EDUARDO GIRAO [L-O]","2017-01",15087
"311","01385319",-38.536933,-3.750621,"AV. EDUARDO GIRAO [O-L]","2017-01",4476
"312","01385319",-38.536933,-3.75062,"AV. EDUARDO GIRAO [O-L]","2017-01",4476
"313","01385320",-38.532673,-3.75211,"AV. EDUARDO GIRAO [L-O]","2017-01",6431
"314","01385320",-38.532673,-3.752105,"AV. EDUARDO GIRAO [L-O]","2017-01",6431
"315","01385321",-38.53292,-3.75219,"AV. EDUARDO GIRAO [O-L]","2017-01",2335
"316","01385321",-38.53292,-3.752189,"AV. EDUARDO GIRAO [O-L]","2017-01",2335
"317","01385322",-38.588632,-3.78062,"R. VERBENA [N-S]","2017-01",10177
"318","01385322",-38.588632,-3.780617,"R. VERBENA [N-S]","2017-01",10177
"319","01385323",-38.587373,-3.78183,"R. ANSELMO NOGUEIRA [S-N]","2017-01",15000
"320","01385323",-38.587373,-3.781825,"R. ANSELMO NOGUEIRA [S-N]","2017-01",15000
"321","01385324",-38.547493,-3.732047,"AV. BEZERRA DE MENEZES [L-O]","2017-01",18639
"322","01385325",-38.513078,-3.77536,"AV. RAUL BARBOSA [N-S]","2017-01",38810
"323","01385325",-38.513078,-3.775358,"AV. RAUL BARBOSA [N-S]","2017-01",38810
"324","01385326",-38.512982,-3.77551,"AV. RAUL BARBOSA [S-N]","2017-01",36269
"325","01385326",-38.512982,-3.775509,"AV. RAUL BARBOSA [S-N]","2017-01",36269
"326","01385327",-38.566303,-3.736121,"AV. BEZERRA DE MENEZES [O-L]","2017-01",24423
"327","01385328",-38.566239,-3.735916,"AV. BEZERRA DE MENEZES [L-O]","2017-01",30581
"328","01385331",-38.552885,-3.74927,"R. PROFESSOR COSTA MENDES [L-O]","2017-01",11811
"329","01385331",-38.552885,-3.749268,"R. PROFESSOR COSTA MENDES [L-O]","2017-01",11811
"330","01385332",-38.505251,-3.723625,"AV. HIST. RAIMUNDO GIRAO [L-O]","2017-01",28695
"331","01385333",-38.509437,-3.721652,"AV. HIST. RAIMUNDO GIRAO [L-O]","2017-01",22412
"332","01385334",-38.509774,-3.721552,"AV. HIST. RAIMUNDO GIRAO [O-L]","2017-01",11431
"333","01385335",-38.503886,-3.72472,"AV. MONSENHOR TABOSA [O-L]","2017-01",3712
"334","01385335",-38.503886,-3.724717,"AV. MONSENHOR TABOSA [O-L]","2017-01",3712
"335","01385336",-38.502936,-3.72503,"AV. ABOLICAO [O-L]","2017-01",2227
"336","01385336",-38.502936,-3.725027,"AV. ABOLICAO [O-L]","2017-01",2227
"337","01385337",-38.501953,-3.725332,"AV. ABOLICAO [O-L]","2017-01",2523
"338","01385337",-38.501953,-3.72533,"AV. ABOLICAO [O-L]","2017-01",2523
"339","01385338",-38.493671,-3.72715,"AV. ABOLICAO [O-L]","2017-01",1194
"340","01385338",-38.493671,-3.727145,"AV. ABOLICAO [O-L]","2017-01",1194
"341","01385339",-38.492692,-3.727,"AV. ABOLICAO [O-L]","2017-01",2370
"342","01385339",-38.492692,-3.726996,"AV. ABOLICAO [O-L]","2017-01",2370
"343","01385340",-38.491931,-3.72687,"AV. ABOLICAO [O-L]","2017-01",2114
"344","01385341",-38.493772,-3.72701,"AV. ABOLICAO [L-O]","2017-01",3200
"345","01385341",-38.493772,-3.727008,"AV. ABOLICAO [L-O]","2017-01",3200
"346","01385342",-38.494575,-3.727134,"AV. ABOLICAO [L-O]","2017-01",3537
"347","01385342",-38.494575,-3.72713,"AV. ABOLICAO [L-O]","2017-01",3537
"348","01385343",-38.495683,-3.727192,"AV. ABOLICAO [L-O]","2017-01",3180
"349","01385343",-38.495683,-3.72719,"AV. ABOLICAO [L-O]","2017-01",3180
"350","01385346",-38.519576,-3.810052,"AV. DEPUTADO PAULINO ROCHA [L-O]","2017-01",23419
"351","01385346",-38.519576,-3.81005,"AV. DEPUTADO PAULINO ROCHA [L-O]","2017-01",23419
"352","01385347",-38.497803,-3.75093,"AV. PONTES VIEIRA [O-L]","2017-01",17423
"353","01385347",-38.497803,-3.750927,"AV. PONTES VIEIRA [O-L]","2017-01",17423
"354","01385348",-38.58257,-3.75324,"AV. CORONEL MATOS DOURADO [S-N]","2017-01",13601
"355","01385348",-38.58257,-3.753239,"AV. CORONEL MATOS DOURADO [S-N]","2017-01",13601
"356","01385349",-38.564636,-3.779231,"AV. GODOFREDO MACIEL [N-S]","2017-01",13936
"357","01385349",-38.564636,-3.77923,"AV. GODOFREDO MACIEL [N-S]","2017-01",13936
"358","01385802",-38.46536,-3.71893,"AV. JOSE SABOIA [S-N]","2017-01",6536
"359","01385803",-38.465363,-3.71914,"AV. JOSE SABOIA [N-S]","2017-01",7110
"360","01385803",-38.465363,-3.719137,"AV. JOSE SABOIA [N-S]","2017-01",7110
"361","01385821",-38.493627,-3.83278,"R. JOSE HIPOLITO [O-L]","2017-01",22285
"362","01385821",-38.493627,-3.832778,"R. JOSE HIPOLITO [O-L]","2017-01",22285
"363","01385822",-38.493205,-3.83175,"R. MANUEL CASTELO BRANCO [L-O]","2017-01",13993
"364","01385822",-38.493205,-3.831745,"R. MANUEL CASTELO BRANCO [L-O]","2017-01",13993
"365","01385825",-38.502614,-3.831701,"AV. JORNALISTA THOMAZ COELHO [L-O]","2017-01",26916
"366","01385825",-38.502614,-3.8317,"AV. JORNALISTA THOMAZ COELHO [L-O]","2017-01",26916
"367","AT007",-38.544827,-3.71504,"AV. PRES. CASTELO BRANCO [O-L]","2017-01",18186
"368","AT007",-38.544827,-3.715037,"AV. PRES. CASTELO BRANCO [O-L]","2017-01",18186
"369","AT009",-38.540095,-3.71694,"AV. PRES. CASTELO BRANCO [L-O]","2017-01",11216
"370","AT009",-38.540095,-3.716938,"AV. PRES. CASTELO BRANCO [L-O]","2017-01",11216
"371","AT015",-38.566565,-3.78541,"AV. GODOFREDO MACIEL [N-S]","2017-01",16655
"372","AT015",-38.566565,-3.785408,"AV. GODOFREDO MACIEL [N-S]","2017-01",16655
"373","AT018",-38.587694,-3.8004,"R. CONEGO DE CASTRO [N-S]","2017-01",22996
"374","AT018",-38.587694,-3.800395,"R. CONEGO DE CASTRO [N-S]","2017-01",22996
"375","AT037",-38.568336,-3.724721,"AV. DR. THEBERGE [N-S]","2017-01",16487
"376","AT037",-38.568336,-3.72472,"AV. DR. THEBERGE [N-S]","2017-01",16487
"377","AT041",-38.568629,-3.81584,"AV. PRES. COSTA E SILVA [O-L]","2017-01",25278
"378","AT041",-38.568629,-3.815838,"AV. PRES. COSTA E SILVA [O-L]","2017-01",25278
"379","AT042",-38.586833,-3.793013,"R. RAIMUNDO NERI [S-N]","2017-01",26563
"380","AT042",-38.586833,-3.79301,"R. RAIMUNDO NERI [S-N]","2017-01",26563
"381","AT043",-38.580287,-3.784293,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-01",15779
"382","AT043",-38.580287,-3.78429,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-01",15779
"383","AT044",-38.580692,-3.7847,"AV. GEN. OSORIO DE PAIVA [S-N]","2017-01",9791
"384","AT044",-38.580692,-3.784699,"AV. GEN. OSORIO DE PAIVA [S-N]","2017-01",9791
"385","AT045",-38.594135,-3.796434,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-01",25282
"386","AT045",-38.594135,-3.79643,"AV. GEN. OSORIO DE PAIVA [N-S]","2017-01",25282
"387","AT045",-38.594135,-3.79643,"AV. GEN. OSÓRIO DE PAIVA [N-S]","2017-01",25282
"388","AT046",-38.593981,-3.796534,"AV. GEN. OSORIO DE PAIVA [S-N]","2017-01",25187
"389","AT046",-38.593981,-3.79653,"AV. GEN. OSORIO DE PAIVA [S-N]","2017-01",25187
"390","AT046",-38.593981,-3.79653,"AV. GEN. OSÓRIO DE PAIVA [S-N]","2017-01",25187
"391","AT061",-38.59141,-3.7038,"AV. CORONEL CARVALHO [S-N]","2017-01",9685
"392","AT061",-38.59141,-3.703795,"AV. CORONEL CARVALHO [S-N]","2017-01",9685
"393","AT067",-38.585624,-3.700904,"AV. PRES. CASTELO BRANCO [L-O]","2017-01",10311
"394","AT067",-38.585624,-3.7009,"AV. PRES. CASTELO BRANCO [L-O]","2017-01",10311
"395","AT068",-38.586106,-3.70079,"AV. PRES. CASTELO BRANCO [O-L]","2017-01",10545
"396","AT068",-38.586042,-3.700809,"AV. PRES. CASTELO BRANCO [O-L]","2017-01",10545
"397","AT076",-38.57364,-3.808324,"AV. GODOFREDO MACIEL [N-S]","2017-01",23105
"398","AT076",-38.57364,-3.80832,"AV. GODOFREDO MACIEL [N-S]","2017-01",23105
"399","AT077",-38.568388,-3.792774,"AV. GODOFREDO MACIEL [N-S]","2017-01",25090
"400","AT077",-38.568388,-3.79277,"AV. GODOFREDO MACIEL [N-S]","2017-01",25090
"401","AT078",-38.568083,-3.79266,"AV. GODOFREDO MACIEL [S-N]","2017-01",23335
"402","AT078",-38.568083,-3.792658,"AV. GODOFREDO MACIEL [S-N]","2017-01",23335
"403","AT079",-38.585246,-3.74195,"AV. CORONEL MATOS DOURADO [N-S]","2017-01",9534
"404","AT080",-38.584999,-3.74193,"AV. CORONEL MATOS DOURADO [S-N]","2017-01",8290
"405","AT080",-38.584999,-3.741925,"AV. CORONEL MATOS DOURADO [S-N]","2017-01",8290
"406","AT087",-38.560894,-3.75726,"AV. AMERICO BARREIRA [L-O]","2017-01",29320
"407","AT087",-38.560894,-3.75726,"AV. AMÉRICO BARREIRA [L-O]","2017-01",29320
"408","AT089",-38.573536,-3.80835,"AV. GODOFREDO MACIEL [S-N]","2017-01",14121
"409","AT089",-38.573536,-3.808346,"AV. GODOFREDO MACIEL [S-N]","2017-01",14121
"410","AT090",-38.591307,-3.75727,"AV. SEN. FERNANDES TAVORA [L-O]","2017-01",11071
"411","AT090",-38.591307,-3.75727,"AV. SEN. FERNANDES TÁVORA [L-O]","2017-01",11071
"412","AT090",-38.591307,-3.757267,"AV. SEN. FERNANDES TAVORA [L-O]","2017-01",11071
"413","AT092",-38.5471,-3.737874,"AV. JOVITA FEITOSA [L-O]","2017-01",21110
"414","AT092",-38.5471,-3.73787,"AV. JOVITA FEITOSA [L-O]","2017-01",21110
"415","AT095",-38.544828,-3.715092,"AV. PRES. CASTELO BRANCO [O-L]","2017-01",8875
"416","AT095",-38.544828,-3.71509,"AV. PRES. CASTELO BRANCO [O-L]","2017-01",8875
"417","AT096",-38.540064,-3.716904,"AV. PRES. CASTELO BRANCO [L-O]","2017-01",12553
"418","AT096",-38.540064,-3.7169,"AV. PRES. CASTELO BRANCO [L-O]","2017-01",12553
"419","AT097",-38.585192,-3.74195,"AV. CORONEL MATOS DOURADO [N-S]","2017-01",15839
"420","AT097",-38.585192,-3.741946,"AV. CORONEL MATOS DOURADO [N-S]","2017-01",15839
"421","AT200",-38.561371,-3.74792,"AV. ENG. HUMBERTO MONTE [L-O]","2017-01",11637
"422","AT200",-38.561371,-3.74792,"AV. HUMBERTO MONTE [L-O]","2017-01",11637
"423","AT200",-38.561371,-3.747916,"AV. ENG. HUMBERTO MONTE [L-O]","2017-01",11637
"424","AT201",-38.561986,-3.747442,"AV. ENG. HUMBERTO MONTE [O-L]","2017-01",17220
"425","AT201",-38.561986,-3.74744,"AV. ENG. HUMBERTO MONTE [O-L]","2017-01",17220
"426","AT204",-38.472275,-3.78878,"AV. EDILSON BRASIL SOARES [O-L]","2017-01",10118
"427","AT204",-38.472275,-3.788776,"AV. EDILSON BRASIL SOARES [O-L]","2017-01",10118
"428","AT205",-38.470415,-3.788552,"AV. EDILSON BRASIL SOARES [L-O]","2017-01",2075
"429","AT205",-38.470415,-3.78855,"AV. EDILSON BRASIL SOARES [L-O]","2017-01",2075
"430","AT206",-38.529332,-3.762573,"R. VIA LACTEA [S-N]","2017-01",23032
"431","AT206",-38.529332,-3.76257,"R. VIA LACTEA [S-N]","2017-01",23032
"432","AT207",-38.557779,-3.762351,"AV. JOAO PESSOA [S-N]","2017-01",23636
"433","AT207",-38.557779,-3.76235,"AV. JOAO PESSOA [S-N]","2017-01",23636
"434","AT208",-38.546516,-3.74917,"AV. JOAO PESSOA [S-N]","2017-01",20396
"435","AT208",-38.546516,-3.749166,"AV. JOAO PESSOA [S-N]","2017-01",20396
"436","AT209",-38.480511,-3.72693,"AV. ALM. HENRIQUE SABOIA [N-S]","2017-01",12001
"437","AT209",-38.480511,-3.726927,"AV. ALM. HENRIQUE SABOIA [N-S]","2017-01",12001
"438","AT210",-38.481023,-3.72967,"AV. ALM. HENRIQUE SABOIA [S-N]","2017-01",7028
"439","AT210",-38.481023,-3.729669,"AV. ALM. HENRIQUE SABOIA [S-N]","2017-01",7028
"440","AT211",-38.531851,-3.75323,"AV. EDUARDO GIRAO [O-L]","2017-01",6546
"441","AT211",-38.531851,-3.753225,"AV. EDUARDO GIRAO [O-L]","2017-01",6546
"442","AT212",-38.494466,-3.84424,"AV. PE. PEDRO DE ALENCAR [N-S]","2017-01",14275
"443","AT212",-38.494466,-3.844235,"AV. PE. PEDRO DE ALENCAR [N-S]","2017-01",14275
"444","AT213",-38.494465,-3.845733,"AV. PE. PEDRO DE ALENCAR [S-N]","2017-01",15424
"445","AT213",-38.494465,-3.84573,"AV. PE. PEDRO DE ALENCAR [S-N]","2017-01",15424
"446","AT214",-38.473656,-3.74774,"R. ANDRADE FURTADO [O-L]","2017-01",14371
"447","AT214",-38.473656,-3.747737,"R. ANDRADE FURTADO [O-L]","2017-01",14371
"448","AT215",-38.59174,-3.757111,"AV. SEN. FERNANDES TAVORA [O-L]","2017-01",10732
"449","AT215",-38.59174,-3.75711,"AV. SEN. FERNANDES TAVORA [O-L]","2017-01",10732
"450","AT216",-38.559525,-3.740433,"AV. JOVITA FEITOSA [L-O]","2017-01",17233
"451","AT216",-38.559525,-3.74043,"AV. JOVITA FEITOSA [L-O]","2017-01",17233
"452","AT217",-38.559904,-3.74059,"AV. JOVITA FEITOSA [O-L]","2017-01",15037
"453","AT219",-38.552374,-3.751792,"AV. JOSE BASTOS [N-S]","2017-01",31816
"454","AT219",-38.552374,-3.75179,"AV. JOSE BASTOS [N-S]","2017-01",31816
"455","AT220",-38.551855,-3.78066,"R. DR. JUSTA ARAUJO [S-N]","2017-01",9133
"456","AT220",-38.551855,-3.780657,"R. DR. JUSTA ARAUJO [S-N]","2017-01",9133
"457","AT221",-38.5525,-3.780352,"R. GOV. JOAO CARLOS [N-S]","2017-01",11025
"458","AT221",-38.5525,-3.78035,"R. GOV. JOAO CARLOS [N-S]","2017-01",11025
"459","AT223",-38.57063,-3.785863,"R. NEREU RAMOS [O-L]","2017-01",16510
"460","AT223",-38.57063,-3.78586,"R. NEREU RAMOS [O-L]","2017-01",16510
"461","AT224",-38.593695,-3.779231,"R. VITAL BRASIL [L-O]","2017-01",17639
"462","AT224",-38.593695,-3.77923,"R. VITAL BRASIL [L-O]","2017-01",17639
"463","AT225",-38.58457,-3.782563,"R. EMILIO DE MENEZES [O-L]","2017-01",9037
"464","AT225",-38.58457,-3.78256,"R. EMILIO DE MENEZES [O-L]","2017-01",9037
"465","AT226",-38.472159,-3.7349,"R. FAUSTO CABRAL [L-O]","2017-01",11194
"466","AT226",-38.472159,-3.734897,"R. FAUSTO CABRAL [L-O]","2017-01",11194
"467","AT227",-38.484494,-3.734861,"AV. ALM. HENRIQUE SABOIA [N-S]","2017-01",9163
"468","AT227",-38.484494,-3.73486,"AV. ALM. HENRIQUE SABOIA [N-S]","2017-01",9163
"469","AT228",-38.589993,-3.767931,"R. VITORIA [N-S]","2017-01",10472
"470","AT228",-38.589993,-3.76793,"R. VITORIA [N-S]","2017-01",10472
"471","AT229",-38.50178,-3.753262,"AV. ALM. HENRIQUE SABOIA [S-N]","2017-01",22382
"472","AT229",-38.50178,-3.75326,"AV. ALM. HENRIQUE SABOIA [S-N]","2017-01",22382
"473","AT230",-38.495273,-3.72607,"AV. BEIRA MAR [O-L]","2017-01",9115
"474","AT230",-38.495273,-3.726065,"AV. BEIRA MAR [O-L]","2017-01",9115
"475","AT231",-38.481427,-3.801892,"R. CRISANTO MOREIRA DA ROCHA [S-N]","2017-01",4902
"476","AT231",-38.481427,-3.80189,"R. CRISANTO MOREIRA DA ROCHA [S-N]","2017-01",4902
"477","AT232",-38.481376,-3.80136,"R. CRISANTO MOREIRA DA ROCHA [N-S]","2017-01",6768
"478","AT909",-38.547137,-3.720801,"AV. FRANCISCO SA [O-L]","2017-01",595
"479","AT909",-38.547137,-3.7208,"AV. FRANCISCO SA [O-L]","2017-01",595
"480","AT909",-38.547137,-3.7208,"AV. FRANCISCO SÁ [O-L]","2017-01",595
"481","AT911",-38.540012,-3.72981,"R. PE. IBIAPINA [S-N]","2017-01",1797
"482","FS001",-38.552155,-3.800794,"AV. BERNARDO MANUEL [N-S]","2017-01",17069
"483","FS001",-38.552155,-3.80079,"AV. BERNARDO MANUEL [N-S]","2017-01",17069
"484","FS002",-38.553509,-3.80574,"AV. BERNARDO MANUEL [S-N]","2017-01",22012
"485","FS002",-38.553509,-3.805737,"AV. BERNARDO MANUEL [S-N]","2017-01",22012
"486","FS003",-38.549173,-3.791091,"AV. BERNARDO MANUEL [N-S]","2017-01",18250
"487","FS003",-38.549173,-3.79109,"AV. BERNARDO MANUEL [N-S]","2017-01",18250
"488","FS004",-38.550542,-3.79593,"AV. BERNARDO MANUEL [S-N]","2017-01",18620
"489","FS005",-38.533133,-3.82808,"AV. PRES. COSTA E SILVA [L-O]","2017-01",17787
"490","FS005",-38.533133,-3.828078,"AV. PRES. COSTA E SILVA [L-O]","2017-01",17787
"491","FS006",-38.533314,-3.82822,"AV. PRES. COSTA E SILVA [O-L]","2017-01",15478
"492","FS006",-38.533314,-3.828216,"AV. PRES. COSTA E SILVA [O-L]","2017-01",15478
"493","FS010",-38.491527,-3.746641,"AV. ALM. HENRIQUE SABOIA [S-N]","2017-01",18639
"494","FS010",-38.491527,-3.74664,"AV. ALM. HENRIQUE SABOIA [S-N]","2017-01",18639
"495","FS021",-38.510377,-3.811223,"AV. DEPUTADO PAULINO ROCHA [L-O]","2017-01",18393
"496","FS021",-38.510377,-3.81122,"AV. DEPUTADO PAULINO ROCHA [L-O]","2017-01",18393
"497","FS022",-38.509765,-3.829864,"AV. JORNALISTA THOMAZ COELHO [O-L]","2017-01",17519
"498","FS022",-38.509765,-3.82986,"AV. JORNALISTA THOMAZ COELHO [O-L]","2017-01",17519
"499","FS023",-38.509656,-3.82978,"AV. JORNALISTA THOMAZ COELHO [L-O]","2017-01",19374
"500","FS023",-38.509656,-3.829778,"AV. JORNALISTA THOMAZ COELHO [L-O]","2017-01",19374
"501","FS024",-38.560697,-3.8329,"AV. JOAO DE ARAUJO LIMA [N-S]","2017-01",10705
"502","FS024",-38.560697,-3.832896,"AV. JOAO DE ARAUJO LIMA [N-S]","2017-01",10705
"503","FS026",-38.499801,-3.752042,"AV. ALM. HENRIQUE SABOIA [L-O]","2017-01",17436
"504","FS026",-38.499801,-3.75204,"AV. ALM. HENRIQUE SABOIA [L-O]","2017-01",17436
"505","FS027",-38.462581,-3.74783,"AV. SANTOS DUMONT [O-L]","2017-01",6407
"506","FS027",-38.462581,-3.747829,"AV. SANTOS DUMONT [O-L]","2017-01",6407
"507","FS028",-38.461523,-3.74807,"AV. SANTOS DUMONT [L-O]","2017-01",6403
"508","FS028",-38.461523,-3.748065,"AV. SANTOS DUMONT [L-O]","2017-01",6403
"509","FS033",-38.532836,-3.81807,"AV. JUSCELINO KUBITSCHEK [S-N]","2017-01",15200
"510","FS033",-38.532836,-3.81807,"AV. PRES. JUSCELINO KUBITSCHEK [S-N]","2017-01",15200
"511","FS033",-38.532836,-3.818065,"AV. JUSCELINO KUBITSCHEK [S-N]","2017-01",15200
"512","FS040",-38.565626,-3.81752,"AV. PRES. COSTA E SILVA [L-O]","2017-01",18835
"513","FS040",-38.565626,-3.817519,"AV. PRES. COSTA E SILVA [L-O]","2017-01",18835
"514","FS051",-38.50441,-3.75885,"AV. GOV. RAUL BARBOSA [S-N]","2017-01",27070
"515","FS051",-38.50441,-3.758846,"AV. GOV. RAUL BARBOSA [S-N]","2017-01",27070
"516","FS052",-38.504649,-3.75861,"AV. GOV. RAUL BARBOSA [N-S]","2017-01",39420
"517","FS052",-38.504649,-3.758607,"AV. GOV. RAUL BARBOSA [N-S]","2017-01",39420
"518","FS063",-38.521031,-3.802721,"AV. ALBERTO CRAVEIRO [S-N]","2017-01",19678
"519","FS063",-38.521031,-3.80272,"AV. ALBERTO CRAVEIRO [S-N]","2017-01",19678
"520","FS069",-38.521161,-3.802603,"AV. ALBERTO CRAVEIRO [N-S]","2017-01",23117
"521","FS069",-38.521161,-3.8026,"AV. ALBERTO CRAVEIRO [N-S]","2017-01",23117
"522","FS070",-38.531537,-3.79745,"AV. DR. SILAS MUNGUBA [O-L]","2017-01",14169
"523","FS070",-38.531537,-3.797445,"AV. DR. SILAS MUNGUBA [O-L]","2017-01",14169
"524","FS071",-38.554216,-3.82227,"AV. PRES. COSTA E SILVA [L-O]","2017-01",18040
"525","FS071",-38.554216,-3.822269,"AV. PRES. COSTA E SILVA [L-O]","2017-01",18040
"526","FS072",-38.502344,-3.783122,"AV. ROGACIANO LEITE [S-N]","2017-01",11654
"527","FS072",-38.502344,-3.78312,"AV. ROGACIANO LEITE [S-N]","2017-01",11654
"528","FS073",-38.502513,-3.78341,"AV. ROGACIANO LEITE [N-S]","2017-01",11189
"529","FS073",-38.502513,-3.783408,"AV. ROGACIANO LEITE [N-S]","2017-01",11189
"530","FS074",-38.508263,-3.80664,"AV. DEPUTADO PAULINO ROCHA [S-N]","2017-01",20504
"531","FS075",-38.554757,-3.822233,"AV. PRES. COSTA E SILVA [O-L]","2017-01",19775
"532","FS075",-38.554757,-3.82223,"AV. PRES. COSTA E SILVA [O-L]","2017-01",19775
"533","FS081",-38.510506,-3.769772,"AV. GOV. RAUL BARBOSA [N-S]","2017-01",13595
"534","FS081",-38.510506,-3.76977,"AV. GOV. RAUL BARBOSA [N-S]","2017-01",13595
"535","FS082",-38.510398,-3.769813,"AV. GOV. RAUL BARBOSA [S-N]","2017-01",28445
"536","FS082",-38.510398,-3.76981,"AV. GOV. RAUL BARBOSA [S-N]","2017-01",28445
"537","FS084",-38.508371,-3.806523,"AV. DEPUTADO PAULINO ROCHA [N-S]","2017-01",19635
"538","FS084",-38.508371,-3.80652,"AV. DEPUTADO PAULINO ROCHA [N-S]","2017-01",19635
"539","FS085",-38.562462,-3.84109,"AV. JOAO DE ARAUJO LIMA [N-S]","2017-01",16739
"540","FS085",-38.562462,-3.841088,"AV. JOAO DE ARAUJO LIMA [N-S]","2017-01",16739
"541","FS086",-38.532391,-3.8172,"AV. JUSCELINO KUBITSCHEK [N-S]","2017-01",16776
"542","FS086",-38.532391,-3.8172,"AV. PRES. JUSCELINO KUBITSCHEK [N-S]","2017-01",16776
"543","FS086",-38.532391,-3.817195,"AV. JUSCELINO KUBITSCHEK [N-S]","2017-01",16776
"544","FS088",-38.54191,-3.789853,"AV. DR. SILAS MUNGUBA [O-L]","2017-01",21722
"545","FS088",-38.54191,-3.78985,"AV. DR. SILAS MUNGUBA [O-L]","2017-01",21722
"546","FS091",-38.556227,-3.8147,"AV. BERNARDO MANUEL [S-N]","2017-01",17303
"547","FS091",-38.556227,-3.814697,"AV. BERNARDO MANUEL [S-N]","2017-01",17303
"548","FS104",-38.494461,-3.752861,"R. SANTA TEREZINHA DO MENINO JESUS E DA SAGRADA FACE [O-L]","2017-01",12970
"549","FS104",-38.494461,-3.75286,"R. SANTA TEREZINHA DO MENINO JESUS E DA SAGRADA FACE [O-L]","2017-01",12970
"550","FS105",-38.512918,-3.746794,"AV. RUI BARBOSA [N-S]","2017-01",13983
"551","FS105",-38.512918,-3.74679,"AV. RUI BARBOSA [N-S]","2017-01",13983
"552","FS106",-38.501379,-3.765874,"AV. GEN. MURILO BORGES [O-L]","2017-01",18509
"553","FS106",-38.501379,-3.76587,"AV. GEN. MURILO BORGES [O-L]","2017-01",18509
